step,mass,mass_drift,c_min,c_max,c_oob_low,c_oob_high,rho_min,rho_max,pressure_min,pressure_max,mu_min,mu_max,u_max,f_pressure_max,f_surf_max,f_mu_max,f_body_max,f_total_max,force_over_rho_max,force_cap_hits,g_min,g_max,wall_cells,write_allowed_cells,phase_wall_missing_links,phase_wall_stream_mass_before,phase_wall_reflect_mass,phase_wall_delta_mass,wall_ghost_min,wall_ghost_max,nonfinite_count
0,1151.3142624653556,0.0,0.0,0.9941414338584684,0,0,0.1,0.9947272904726217,0.03333333333333333,0.33157576349087386,-0.00014714539658055635,0.0008062190325630363,9.441549908702725e-05,0.0,0.0001888309981740288,0.0,0.0,0.0001888309981740288,0.00039429704359000194,0,0.004629629629629629,0.2962962962962963,576,576,0,0.0,0.0,0.0,1.5794051612825086e-06,0.5,0
1,1151.4664137761858,0.152151310830277,0.0,0.9945160181843508,0,0,0.1,0.9950644163659157,0.03333333333333333,0.33168813878863856,-0.00016568226486806458,0.0007945018072154198,0.00021963154005145153,0.0,0.00018522298833249904,0.0,0.0,0.00018522298833249904,0.00039965206667489457,0,0.004625187071489378,0.2962962962962963,576,576,10368,1151.2163699012476,0.2500438749382915,0.2500438749382915,1.5794051612825086e-06,0.5,0
2,1151.604693469481,0.2904310041253666,0.0,0.9948116422325328,0,0,0.1,0.9953304780092795,0.03333333333333333,0.33177682600309316,-0.00017755692066863754,0.0008035313183784809,0.000344020882259024,0.0,0.0001829977635831496,0.0,0.0,0.0001829977635831496,0.00040250842587716355,0,0.0046219381649429125,0.2962962962962963,576,576,10368,1151.3560794857146,0.24861398376629462,0.2486139837662946,1.5932389644737757e-06,0.5,0
3,1151.736748458484,0.42248599312847546,0.0,0.9950486928449573,0,0,0.1,0.9955438235604617,0.03333333333333333,0.33184794118682054,-0.00018596467176610373,0.000809283323610663,0.0004501612327513106,0.0,0.00018143608245120303,0.0,0.0,0.00018143608245120303,0.00040418566868117146,0,0.004619070687890948,0.2962962962962963,576,576,10368,1151.486274661459,0.2504737970248594,0.2504737970248595,1.5937393295535423e-06,0.5,0
4,1151.8660696332495,0.5518071678939123,0.0,0.9952398797909361,0,0,0.1,0.9957158918118425,0.03333333333333333,0.33190529727061413,-0.00019241712154905528,0.0008131960053265209,0.0005507059022667386,0.0,0.00018029379150897424,0.0,0.0,0.00018029379150897424,0.00040526173488740166,0,0.004616590056369081,0.2962962962962963,576,576,10368,1151.612579814903,0.2534898183464597,0.2534898183464597,1.5889915377820516e-06,0.5,0
5,1151.99432206516,0.6800595998045083,0.0,0.99539388227012,0,0,0.1,0.9958544940431081,0.03333333333333333,0.33195149801436935,-0.00019767910521806717,0.000815994190391489,0.0006425309470781481,0.0,0.00017943259554072731,0.0,0.0,0.00017943259554072731,0.0004060075089126361,0,0.004614348466708203,0.2962962962962963,576,576,10368,1151.737492930444,0.2568291347161797,0.25682913471617963,1.5823990545859181e-06,0.5,0
6,1152.122338859875,0.8080763945195031,0.0,0.9955172575759134,0,0,0.1,0.995965531818322,0.03333333333333333,0.33198851060610735,-0.0002021638031975349,0.0008180723911499442,0.0007281328234019835,0.0,0.00017877160303481768,0.0,0.0,0.00017877160303481768,0.0004065589457457994,0,0.004612314350992074,0.2962962962962963,576,576,10368,1151.8621688542203,0.2601700056547282,0.2601700056547282,1.57540451343247e-06,0.5,0
7,1152.2505569950679,0.9362945297123133,0.0,0.995615337142107,0,0,0.1,0.9960538034278964,0.03333333333333333,0.33201793447596545,-0.0002061089027059914,0.000819661011601816,0.0008077107934421881,0.0,0.00017825649933130534,0.0,0.0,0.00017825649933130534,0.00040698886815245157,0,0.0046104369161087165,0.2962962962962963,576,576,10368,1151.9871620854592,0.26339490960867706,0.26339490960867706,1.5686136517643509e-06,0.5,0
8,1152.3792151284374,1.06495266308184,0.0,0.9956926158611842,0,0,0.1,0.9961233542750658,0.03333333333333333,0.33204111809168857,-0.00020965935674016934,0.0008209028504458523,0.0008823952079438099,0.0,0.0001778506199798763,0.0,0.0,0.0001778506199798763,0.0004073385706666774,0,0.004608698466659309,0.2962962962962963,576,576,10368,1152.1127470342453,0.26646809419198075,0.26646809419198075,1.562264681371404e-06,0.5,0
9,1152.508447197797,1.1941847324414994,0.0,0.9957529196883148,0,0,0.1,0.9961776277194834,0.03333333333333333,0.3320592092398278,-0.00021290833187120433,0.0008218906998388445,0.0009524443832450251,0.0,0.0001775280753958626,0.0,0.0,0.0001775280753958626,0.00040763258528606994,0,0.004607073470035382,0.2962962962962963,576,576,10368,1152.2390612395156,0.2693859582813723,0.2693859582813723,1.5564305470735642e-06,0.5,0
